Submit_ID,Brand_Reg,Model_No,SoldIn,screensize,Screen_Tech,Avg_mode_power,Energy,Availability Status,Star2,Screen_Size2
172787,COOCAA,65G6500H,"Australia,Fiji,New Zealand",163.897,LCD (LED),83.6,330,Available,6,164
172500,TELEFUNKEN,TL320TQ,"Australia,Fiji,New Zealand",80.131,LCD (LED),38.12,145,Available,4.5,80
172441,LOEWE,Stellar 48 DR+ OLED,Australia,120.713,OLED,58,214,Available,5.5,121
172440,LOEWE,Stellar 42 DR+ OLED,Australia,105.531,OLED,52,192,Available,5,106
172439,LOEWE,LOEWE 65 OLED,Australia,163.965,OLED,98,360,Available,6,164
172438,LOEWE,LOEWE 55 OLED,Australia,138.711,OLED,76.5,281,Available,5.5,139
172437,LOEWE,LOEWE,Australia,120.664,OLED,61,225,Available,5.5,121
172436,LOEWE,Stella 65 DR+,Australia,163.965,OLED,85,313,Available,6,164
172435,LOEWE,Stellar 55 DR+ OLED,Australia,138.711,OLED,70,258,Available,6,139
172429,KOGAN,KAL24R98T*,"Australia,Fiji,New Zealand",59.824,LCD (LED),19.2,83,Available,5,60
172426,KOGAN,KAQL75MQ8ZT*,"Australia,Fiji,New Zealand",189.34,LCD (LED),193.1,751,Available,4,189
172424,KONKA,KDL55CK68QNTS,New Zealand,138.783,LCD (LED),88.74,326,Available,5,139
172423,KONKA,KDL65CK68QNTS,New Zealand,163.896,LCD (LED),122.64,450,Available,5,164
172397,LG,86PK640S0SA,"Australia,Fiji,New Zealand",217.425,LCD (LED),155,567,Available,6,217
172396,LG,75PK640S0SA,"Australia,Fiji,New Zealand",189.275,LCD (LED),136.9,501,Available,5.5,189
172395,LG,65PK640S0SB,"Australia,Fiji,New Zealand",163.897,LCD (LED),115,422,Available,5,164
172393,LG,55PK640S0SB,"Australia,Fiji,New Zealand",138.783,LCD (LED),91,334,Available,5,139
172392,LG,50PK640S0SB,"Australia,Fiji,New Zealand",125.727,LCD (LED),81,297,Available,4.5,126
172378,LG,43PK640S0SB,"Australia,Fiji,New Zealand",107.987,LCD (LED),65.9,242,Available,4.5,108
172319,EKO,K40FST,"Australia,Fiji,New Zealand",100.332,LCD (LED),43.2,167,Available,5.5,100
172318,TELEFUNKEN,TL400TQ,"Australia,Fiji,New Zealand",100.337,LCD (LED),43.5,167,Available,5.5,100
172317,QBELL,QTU70T,"Australia,Fiji,New Zealand",176.538,LCD (LED),108.02,430,Available,6,177
172238,LG,75UK767H0LB,"Australia,New Zealand",189.275,LCD (LED),147,539,Available,5.5,189
172207,SAMSUNG ELECTRONICS,UA32T5300AS,"Australia,Fiji,New Zealand",79.967,LCD (LED),31,116,Available,5.5,80
172204,DIGITECH,GH5224,"Australia,New Zealand",79.578,LCD,24.52,92,Available,6,80
172203,DIGITECH,GH5230,"Australia,New Zealand",60.406,LCD,25.17,94,Available,4.5,60
172202,DIGITECH,GH5220,"Australia,New Zealand",47.257,LCD,21.71,81,Available,3.5,47
172201,DIGITECH,GH5204,"Australia,New Zealand",47.257,LCD,14.89,56,Available,5.5,47
172072,KOGAN,KAQL70T97Q*,"Australia,Fiji,New Zealand",176.538,LCD,139.61,538,Available,5,177
172062,DIGITECH,GH5226,"Australia,New Zealand",60.444,LCD,21.64,81,Available,5,60
172061,DIGITECH,GH5228,"Australia,New Zealand",79.578,LCD,35.04,130,Available,4.5,80
172021,COOCAA,60G6500H,New Zealand,152.663,LCD (LED),68.2,300,Available,6,153
172020,COOCAA,55G6500H,New Zealand,138.783,LCD (LED),67.9,280,Available,5.5,139
172019,COOCAA,50G6500H,New Zealand,125.727,LCD (LED),55.3,230,Available,5.5,126
172018,COOCAA,40E5500H,New Zealand,100.34,LCD (LED),32.9,135,Available,6,100
171972,KOGAN,KALED50U95T*,"Australia,Fiji,New Zealand",125.731,LCD (LED),80.1,349,Available,4,126
171948,COOCAA,32E5500H,New Zealand,80.054,LCD (LED),24.3,100,Available,6,80
171931,VEON,VNMHDV4025,New Zealand,100.791,LCD (LED),40.25,165,Available,5.5,101
171930,VEON,VNG3FN6025,New Zealand,152.663,LCD (LED),61.9,250,Available,7,153
171894,LINSAR,LS70UHDNF23,Australia,176.537,LCD (LED),108.294,397,Available,6,177
171877,DGTEC,DG55UHDW-22858,Australia,138.401,LCD,70,270,Available,6,138
171844,KOGAN,"KAL24DH5400VA,KAL24DH5400VB,KAL24DH5400VC","Australia,Fiji,New Zealand",59.827,LCD (LED),23,94,Available,4.5,60
171841,JVC,LT-32NQ3165A,"Australia,Fiji,New Zealand",80.054,LCD (LED),25.26,110,Available,5.5,80
171839,KOGAN,KALED43U95T*,"Australia,Fiji,New Zealand",107.987,LCD (LED),66.3,258,Available,4,108
171705,LG,65UK767H0LB,"Australia,New Zealand",163.897,LCD (LED),69,254,Available,7,164
171704,LG,55UK767H0LB,"Australia,New Zealand",138.783,LCD (LED),55,203,Available,7,139
171703,LG,50UK767H0LB,"Australia,New Zealand",125.727,LCD (LED),54,200,Available,6,126
171702,BAUHN,ATV75UHDW-0925,Australia,189.34,LCD,128.89,485,Available,6,189
171701,LG,43UK767H0LB,"Australia,New Zealand",107.987,LCD (LED),62,229,Available,4.5,108
171700,LG,65UA841C0SA,"Australia,New Zealand",163.897,LCD (LED),118,433,Available,5,164
171699,LG,55UA841C0SA,"Australia,New Zealand",138.783,LCD (LED),92,338,Available,5,139
171698,LG,50UA841C0SA,"Australia,New Zealand",125.727,LCD (LED),83,305,Available,4.5,126
171697,LG,43UA841C0SA,"Australia,New Zealand",107.987,LCD (LED),70,258,Available,4,108
171630,JVC,LT-43NQ5165A,"Australia,Fiji,New Zealand",107.95,LCD (LED),38.4,163,Available,6,108
171627,SKYWORTH,60Q6600H,"Australia,Fiji,New Zealand",152.663,LCD (LED),69.3,280,Available,6,153
171507,TENET,T-185J201,Australia,47.013,LCD (LED),15.3,58,Available,5,47
171506,LG,55UK762H0LB,"Australia,New Zealand",138.783,LCD (LED),95,349,Available,4.5,139
171505,LG,50UK762H0LB,"Australia,New Zealand",125.727,LCD (LED),68,251,Available,5.5,126
171503,LG,43UK762H0LB,"Australia,New Zealand",107.987,LCD (LED),65,240,Available,4.5,108
171501,LG,65UK762H0LB,"Australia,New Zealand",163.897,LCD (LED),106,389,Available,5.5,164
171497,KOGAN,KAL32R98T*,"Australia,Fiji,New Zealand",80.039,LCD (LED),27.7,116,Available,5.5,80
171492,KOGAN,KALED75U95T*,"Australia,Fiji,New Zealand",189.34,LCD (LED),171,685,Available,4.5,189
171489,KOGAN,KAQL65Q97T*,"Australia,Fiji,New Zealand",163.896,LCD (LED),180.8,696,Available,3,164
171487,KOGAN,KAQL55Q97T*,"Australia,Fiji,New Zealand",138.783,LCD (LED),129.3,513,Available,3,139
171415,EKO,K430FGT,"Australia,Fiji,New Zealand",108.135,LCD,45.012,196,Available,5,108
171366,KOGAN,KAQL50Q97T*,"Australia,Fiji,New Zealand",125.731,LCD (LED),102.2,422,Available,3,126
171140,PANASONIC,TN-75W,New Zealand,189.338,LCD (LED),160.3,646,Available,4.5,189
171138,PANASONIC,TN-65W,New Zealand,163.916,LCD (LED),111.9,452,Available,5,164
171136,PANASONIC,TN-55W,New Zealand,138.783,LCD (LED),73.9,299,Available,5.5,139
171125,PANASONIC,TN-43W,New Zealand,107.987,LCD (LED),55.9,227,Available,4.5,108
171092,BAUHN,ATV55UHDW-1025,"Australia,Fiji,New Zealand",138.401,LCD,70,270,Available,6,138
171087,SAMSUNG,HG75U700FAW,"Australia,Fiji,New Zealand",189.338,LCD (LED),118,434,Available,6,189
171086,SAMSUNG,HG65U700FAW,"Australia,Fiji,New Zealand",163.897,LCD (LED),95,350,Available,6,164
171085,SAMSUNG,HG55U700FAW,"Australia,Fiji,New Zealand",138.783,LCD (LED),68,251,Available,6,139
171080,KOGAN,KAL40F98T*,"Australia,Fiji,New Zealand",100.332,LCD (LED),40.4,167,Available,5.5,100
171065,SAMSUNG,HG50U700FAW,"Australia,Fiji,New Zealand",125.727,LCD (LED),66,244,Available,5.5,126
171058,SAMSUNG,HG43U700FAW,"Australia,Fiji,New Zealand",107.987,LCD (LED),58,215,Available,5,108
171050,LG,55UK767H0SA,"Australia,New Zealand",138.783,LCD (LED),80,295,Available,5.5,139
171005,BLAUPUNKT,BP650USG60100,"Australia,Fiji,New Zealand",163.965,LCD,157.044,640,Available,3.5,164
171004,BLAUPUNKT,BP550USG60100,"Australia,Fiji,New Zealand",138.798,LCD,133.926,530,Available,3,139
170963,PANASONIC,TN-50W series,New Zealand,125.812,LCD (LED),72.7,295,Available,4.5,126
170941,DGTEC,DG70UHDW-22658,"Australia,Fiji,New Zealand",176.537,LCD (LED),108.29,397,Available,6,177
170908,COOCAA,60G6500H,"Australia,Fiji,New Zealand",152.663,LCD (LED),68.2,300,Available,6,153
170862,HYUNDAI,H75UHDQLDZEN,"Australia,Fiji,New Zealand",189.34,LCD (LED),122.94,451,Available,6,189
170814,LG,65UK760H0SD,"Australia,New Zealand",163.897,LCD (LED),126,462,Available,5,164
170788,HISENSE,116UX series,"Australia,New Zealand",293.372,LCD (LED),303.84,1148,Available,6,293
170787,HISENSE,100UX series,"Australia,New Zealand",252.784,LCD (LED),268.08,1058,Available,5,253
170786,HISENSE,100U8Q series,"Australia,New Zealand",252.784,LCD (LED),259.29,1028,Available,5,253
170785,TOSHIBA,43C350RP,Australia,107.986,LCD (LED),50.56,194,Available,5.5,108
170724,EKO,K43FST,"Australia,Fiji,New Zealand",108.593,LCD (LED),50,184,Available,5.5,109
170722,COOCAA,50G6500H,"Australia,Fiji,New Zealand",125.727,LCD (LED),55.3,230,Available,5.5,126
170688,VEON,VNG3F6525,New Zealand,163.897,LCD (LED),96.9,390,Available,5.5,164
170686,VEON,VNG3F7525,New Zealand,189.338,LCD (LED),122.8,547,Available,5.5,189
170569,JVC,JVG4F5525,New Zealand,138.783,LCD (LED),63.9,304,Available,5.5,139
170567,JVC,JVG4F5025,New Zealand,125.727,LCD (LED),54.9,255,Available,5.5,126
170563,VEON,VNG3F5025,New Zealand,125.727,LCD (LED),54.9,222,Available,6,126
170531,KOGAN,KAQL65T97Q*,"Australia,Fiji,New Zealand",163.896,LCD,162.79,651,Available,3.5,164
170530,KOGAN,KAQL55T97Q*,"Australia,Fiji,New Zealand",138.783,LCD,110.95,427,Available,4,139
170419,BLAUPUNKT,BP24WOSDVD,"Australia,Fiji,New Zealand",60.47,LCD (LED),23.55,88,Available,4.5,60
170349,TOSHIBA,50C350RP,Australia,125.731,LCD (LED),54.86,228,Available,6,126
170319,ENGLAON,LED55M10,"Australia,New Zealand",138.783,LCD (LED),143.5,530,Available,3,139
170313,ENGLAON,LED65M10,"Australia,New Zealand",163.896,LCD (LED),201,740,Available,2.5,164
170311,SKYWORTH,SW32LP70G,"Australia,Fiji,New Zealand",80.054,LCD (LED),32.4,127,Available,5,80
170278,LG,OLED48G56LS,"Australia,New Zealand",120.721,OLED,62,229,Available,5.5,121
170277,LG,OLED48G5PSA,"Australia,New Zealand",120.721,OLED,62,229,Available,5.5,121
170251,AOA,LTG43UHD,"Australia,Fiji,New Zealand",107.987,LCD (LED),50.04,185,Available,5.5,108
170151,JVC,LT-42NQ5155AJ,Australia,105.415,LCD (LED),49.21,200,Available,5,105
170150,KOGAN,*32*,"Australia,Fiji,New Zealand",80.039,LCD,35.2,131,Available,5,80
170148,KOGAN,*24*,"Australia,Fiji,New Zealand",59.824,LCD,22,83,Available,5,60
170147,SAMSUNG,QA115QN90F*,"Australia,Fiji,New Zealand",290.784,LCD (LED),428,1565,Available,4.5,291
170107,KOGAN,KALD24DH67ND,"Australia,Fiji,New Zealand",59.824,LCD,22.3,83,Available,5,60
170075,EKO,K75USTW,"Australia,Fiji,New Zealand",189.34,LCD (LED),142.18,682,Available,4.5,189
170054,SKYWORTH,65Q7700G,"Australia,Fiji,New Zealand",163.897,LCD (LED),118.6,465,Available,5,164
170053,SKYWORTH,43E5500H,"Australia,Fiji,New Zealand",107.956,LCD (LED),36.6,173,Available,6,108
170051,SKYWORTH,55Q7700G,"Australia,Fiji,New Zealand",138.783,LCD (LED),71.1,304,Available,5.5,139
170006,KOGAN,KAQL65XQ98****,"Australia,Fiji,New Zealand",163.829,LCD (LED),157.32,634,Available,3.5,164
170005,KOGAN,KALED43U95****,"Australia,Fiji,New Zealand",107.95,LCD (LED),63.12,269,Available,4,108
169850,AKAI,AK50UHDZEN,"Australia,Fiji,New Zealand",125.731,LCD (LED),59.84,221,Available,6,126
169849,AKAI,AK40FHDZEN,"Australia,Fiji,New Zealand",100.337,LCD (LED),36.9,137,Available,6,100
169847,SKYWORTH,65X8700G,"Australia,Fiji,New Zealand",163.897,LCD (LED),111.6,450,Available,5,164
169820,LINSAR,LS85UHDZEN25S,Australia,214.783,LCD (LED),163.7,615,Available,6,215
169749,LG,65UK660H0LA,"Australia,New Zealand",163.897,LCD (LED),67,247,Available,7,164
169748,LG,55UK660H0LA,"Australia,New Zealand",138.783,LCD (LED),54,200,Available,7,139
169747,LG,50UK660H0LA,"Australia,New Zealand",125.727,LCD (LED),53,196,Available,6,126
169746,LG,43UK660H0LA,"Australia,New Zealand",107.987,LCD (LED),46,170,Available,6,108
169706,CHIQ,U75QM10,"Australia,Fiji,New Zealand",189.34,LCD (LED),136.6,543,Available,5.5,189
169705,CHIQ,U55M10F,"Australia,Fiji,New Zealand",138.783,LCD (LED),74.4,295,Available,5.5,139
169704,CHIQ,U50QM10,"Australia,Fiji,New Zealand",125.731,LCD (LED),66.2,265,Available,5,126
169696,SYLVOX,"OT75A6KOEC, OT75KOC","Australia,Fiji,New Zealand",189.34,LCD,134.5602,495,Available,5.5,189
169695,SYLVOX,"OT65A6KOEC, OT65KOC","Australia,Fiji,New Zealand",163.896,LCD,104.68002,390,Available,5.5,164
169686,CHIQ,U43QM10,"Australia,Fiji,New Zealand",107.987,LCD (LED),53.7,214,Available,5,108
169625,SAMSUNG,HG85U800FAW,"Australia,Fiji,New Zealand",214.783,LCD (LED),164,602,Available,6,215
169605,SAMSUNG,HG65U800FAW,"Australia,Fiji,New Zealand",163.897,LCD (LED),103,379,Available,5.5,164
169604,SAMSUNG,HG75U800FAW,"Australia,Fiji,New Zealand",189.338,LCD (LED),140,514,Available,5.5,189
169602,SAMSUNG,HG55U800FAW,"Australia,Fiji,New Zealand",138.783,LCD (LED),81,299,Available,5.5,139
169600,SAMSUNG,HG50U800FAW,"Australia,Fiji,New Zealand",125.727,LCD (LED),73,270,Available,5,126
169599,SAMSUNG,HG43U800FAW,"Australia,Fiji,New Zealand",107.986,LCD (LED),66,244,Available,4,108
169547,SKYWORTH,SW65G4F,"Australia,New Zealand",163.897,LCD (LED),121.6,490,Available,4.5,164
169546,SKYWORTH,75Q6600H,"Australia,Fiji,New Zealand",189.338,LCD (LED),147.3,590,Available,5,189
169540,PANASONIC,TV-77Z90BGZ,New Zealand,194.738,OLED,136.8,553,Available,5.5,195
169539,PANASONIC,TV-77Z95BGZ,New Zealand,194.738,OLED,101.9,413,Available,7,195
169538,PANASONIC,TV-65Z95BGZ,New Zealand,163.897,OLED,95.8,388,Available,5.5,164
169537,PANASONIC,TV-55Z95BGZ,New Zealand,138.783,OLED,83.4,338,Available,5,139
169512,SAMSUNG,BE85FX-H,"Australia,Fiji,New Zealand",214.783,LCD (LED),142,521,Available,6,215
169509,SAMSUNG,BE75FX-H,"Australia,Fiji,New Zealand",189.338,LCD (LED),136,499,Available,5.5,189
169508,SAMSUNG,BE65FX-H,"Australia,Fiji,New Zealand",163.897,LCD (LED),113,416,Available,5.5,164
169505,HISENSE,75S7Q Series,"Australia,New Zealand",189.34,LCD (LED),123.02,489,Available,6,189
169504,HISENSE,100U6Q PRO series,"Australia,New Zealand",252.784,LCD (LED),248.33,988,Available,5,253
169503,HISENSE,85U6Q PRO series,"Australia,New Zealand",214.783,LCD (LED),154.51,618,Available,6,215
169502,HISENSE,75U6Q PRO series,Australia,189.34,LCD (LED),133.21,539,Available,5.5,189
169501,HISENSE,65U6Q PRO series,"Australia,New Zealand",163.896,LCD (LED),110.31,439,Available,5,164
169500,HISENSE,55U6Q PRO series,"Australia,New Zealand",138.783,LCD (LED),100.24,399,Available,4,139
169499,HISENSE,50U6Q PRO Series,"Australia,New Zealand",125.731,LCD (LED),71.19,285,Available,5,126
169491,SYLVOX,"OT55A6KOEC, OT55KOC","Australia,Fiji,New Zealand",138.783,LCD,79.95,300,Available,5.5,139
169483,BAUHN,ATV50UHDT-0825,Australia,125.725,LCD (LED),56.59,220,Available,6,126
169481,SAMSUNG,QA85Q6FAAW,"Australia,Fiji,New Zealand",214.783,LCD (LED),146,536,Available,6,215
169474,SKYWORTH,SW55G3F,"Australia,New Zealand",138.783,LCD (LED),64.6,260,Available,6,139
169473,SKYWORTH,SW43G3F,"Australia,New Zealand",107.987,LCD (LED),54.9,212,Available,5,108
169466,SAMSUNG,BE55FX-H,"Australia,Fiji,New Zealand",138.783,LCD (LED),79,291,Available,5.5,139
169463,SAMSUNG,BE43FX-H,"Australia,Fiji,New Zealand",107.987,LCD (LED),68,251,Available,4,108
169453,SAMSUNG,BE50FX-H,"Australia,Fiji,New Zealand",125.727,LCD (LED),71,262,Available,5,126
169443,PANASONIC,TN-43S60BGZ,New Zealand,107.95,LCD (LED),35.67,145,Available,6,108
169442,PANASONIC,TN-32S60BGZ,"Fiji,New Zealand",80.038,LCD (LED),21.68,89,Available,6,80
169404,FFALCON,FF40S55,"Australia,Fiji,New Zealand",100.305,LCD (LED),30.3,140,Available,6,100
169403,FFALCON,FF32S55,"Australia,Fiji,New Zealand",79.967,LCD (LED),25.4,130,Available,5,80
169399,KOGAN,KAOD65X98JSV series,"Australia,Fiji,New Zealand",163.829,LCD (LED),105.84,448,Available,5,164
169398,KOGAN,KAOD55X98JSV series,"Australia,Fiji,New Zealand",138.711,LCD (LED),96.66,422,Available,4,139
169376,SAMSUNG,QA75Q6FAAW,"Australia,Fiji,New Zealand",189.338,LCD (LED),134,492,Available,5.5,189
169375,SAMSUNG,QA65Q6FAAW,"Australia,Fiji,New Zealand",163.897,LCD (LED),110,405,Available,5.5,164
169374,SAMSUNG,QA55Q6FAAW,"Fiji,New Zealand",138.783,LCD (LED),78,288,Available,5.5,139
169352,TCL,98X11K,"Australia,Fiji,New Zealand",247.604,LCD (LED),313.1,1350,Available,3.5,248
169349,KOGAN,LED (backlighting) TV,"Australia,New Zealand",80.039,LCD (LED),27.1,116,Available,5.5,80
169348,KOGAN,LED (backlighting) TV,"Australia,New Zealand",138.783,LCD (LED),108.4,441,Available,3.5,139
169329,TOSHIBA,85C350RP,Australia,214.783,LCD (LED),155.84,624,Available,6,215
169328,TOSHIBA,75C350RP,Australia,189.34,LCD (LED),87.19,345,Available,7,189
169327,TOSHIBA,65C350RP,Australia,163.896,LCD (LED),81.08,321,Available,6,164
169326,TOSHIBA,55C350RP,"Australia,New Zealand",138.783,LCD (LED),63.29,259,Available,6,139
169322,AIWA,AWS400G2,Australia,100.332,LCD (LED),35.2,152,Available,5.5,100
169310,DGTEC,DG70UHDW22041,"Australia,New Zealand",176.535,LCD,108.294,397,Available,6,177
169306,PANASONIC,TV-85W95BGZ,New Zealand,214.783,LCD (LED),125.64,506,Available,6,215
169305,PANASONIC,TV-75W95BGZ,New Zealand,189.306,LCD (LED),102.6,413,Available,6,189
169302,PANASONIC,TV-65W95BGZ,New Zealand,163.897,LCD (LED),100.68,406,Available,5.5,164
169300,PANASONIC,TV-55W95BGZ,New Zealand,138.798,LCD (LED),78.3,316,Available,5,139
169288,CHIQ,L40G5AU,"Australia,Fiji,New Zealand",100.305,LCD (LED),36.5,148,Available,6,100
169287,CHIQ,U65M10F,"Australia,Fiji,New Zealand",163.896,LCD (LED),94.1,371,Available,6,164
169286,CHIQ,U65QM10,"Australia,Fiji,New Zealand",163.896,LCD (LED),136.6,520,Available,4.5,164
169285,CHIQ,L32M10,"Australia,Fiji,New Zealand",80.039,LCD (LED),24.2,112,Available,5.5,80
169283,CHIQ,L40M10,"Australia,Fiji,New Zealand",100.332,LCD (LED),35.2,152,Available,5.5,100
169204,LINSAR,LS32HDNFB,Australia,80.043,LCD (LED),15.87,60,Available,8,80
169203,LINSAR,LS24HDNFB,Australia,59.827,LCD (LED),15.38,59,Available,6,60
169197,KOGAN,LED (backlighting) TV,"Australia,New Zealand",138.783,LCD (LED),93.2,378,Available,4.5,139
169174,LG,32LR650BPSA,"Australia,New Zealand",80.043,LCD (LED),30,112,Available,5.5,80
169173,SKYWORTH,40E5500H,"Australia,Fiji,New Zealand",100.342,LCD (LED),32.3,140,Available,6,100
169172,VEON,VNG3F55 Serise,"Australia,Fiji,New Zealand",138.783,LCD (LED),57.9,304,Available,5.5,139
169171,COOCAA,40E5500H,"Australia,Fiji,New Zealand",100.34,LCD (LED),32.9,135,Available,6,100
169170,KOGAN,LED (backlighting) TV,"Australia,New Zealand",163.896,LCD (LED),109.1,436,Available,5,164
169169,SKYWORTH,85Q6600H,"Australia,Fiji,New Zealand",217.425,LCD (LED),181.9,730,Available,5,217
169168,KOGAN,KAQL75MQ8TE,"Australia,New Zealand",189.34,LCD (LED),135.9,531,Available,5.5,189
169165,AKAI,AK40FHDZEN,"Australia,Fiji,New Zealand",100.337,LCD (LED),36.9,137,Available,6,100
169114,KOGAN,KAQL75WQ98 series,"Australia,Fiji,New Zealand",189.306,LCD (LED),130.8,542,Available,5.5,189
169104,RCA,RT-24G01A,"Australia,New Zealand",59.54,LCD,23.89,90,Available,4.5,60
169094,TOSHIBA,85Z770RP,"Australia,New Zealand",214.783,LCD (LED),167.13,666,Available,5.5,215
169093,TOSHIBA,75Z770RP,Australia,189.34,LCD (LED),137.3,548,Available,5.5,189
169092,TOSHIBA,65Z770RP,"Australia,New Zealand",163.896,LCD (LED),128.56,520,Available,4.5,164
169048,ZEN TV,ZEN 2402,"Australia,New Zealand",59.54,LCD,23.82,90,Available,4.5,60
169012,CHIQ,U75M10F,"Australia,Fiji,New Zealand",189.34,LCD,136.1,532,Available,5.5,189
169010,LG,75QNED70ASA,"Australia,New Zealand",189.275,LCD (LED),165,605,Available,5,189
169009,LG,75QNED70A6A,"Australia,New Zealand",189.275,LCD (LED),165,605,Available,5,189
168986,HISENSE,85U8Q,"Australia,New Zealand",214.783,LCD (LED),191.41,780,Available,5,215
168985,HISENSE,75U8Q Series,"Australia,New Zealand",189.34,LCD (LED),169.46,679,Available,4.5,189
168984,HISENSE,65U8Q Series,"Australia,New Zealand",163.896,LCD (LED),129.15,520,Available,4.5,164
168964,ZEN TV,ZEN2401,"Australia,New Zealand",60.934,LCD,21.55,81,Available,5,61
168955,ZEN TV,ZEN 3201,"Australia,New Zealand",79.831,LCD (LED),35.97,134,Available,4.5,80
168888,SVISION,SV500FTS,"Australia,Fiji,New Zealand",125.731,LCD (LED),47.9,224,Available,6,126
168867,KOGAN,KAQL85 series,"Australia,Fiji,New Zealand",214.783,LCD (LED),216.3,863,Available,4.5,215
168855,HISENSE,100Q7Q series,"Australia,New Zealand",252.784,LCD (LED),238.44,955,Available,5.5,253
168854,HISENSE,85Q7Q series,"Australia,New Zealand",214.783,LCD (LED),175.06,698,Available,5.5,215
168853,HISENSE,75Q7Q series,"Australia,New Zealand",189.34,LCD (LED),122.25,489,Available,6,189
168852,HISENSE,65Q7Q series,"Australia,New Zealand",163.896,LCD (LED),104.99,416,Available,5.5,164
168848,LG,32LR655BPSA,"Australia,New Zealand",80.043,LCD (LED),30,112,Available,5.5,80
168804,SKYWORTH,SW55G4F,"Australia,Fiji,New Zealand",138.783,LCD (LED),64.3,260,Available,6,139
168801,TCL,40S5K,"Australia,Fiji,New Zealand",100.305,LCD (LED),30.3,140,Available,6,100
168800,TCL,32S5K,"Australia,Fiji,New Zealand",79.967,LCD (LED),25.4,130,Available,5,80
168799,AKAI,AK4022S7WOS,"Australia,Fiji,New Zealand",100.336,LCD,36.26,150,Available,6,100
168796,TCL,115C7K,"Australia,Fiji,New Zealand",290.719,LCD (LED),280,1100,Available,6,291
168795,TCL,85X11K,"Australia,Fiji,New Zealand",214.783,LCD (LED),239.2,980,Available,3.5,215
168733,KOGAN,KALED50U95V series,"Australia,Fiji,New Zealand",125.725,LCD (LED),60.48,247,Available,5.5,126
168672,SAMSUNG,QA98QN990F*,"Australia,Fiji,New Zealand",247.688,LCD (LED),358,1310,Available,3.5,248
168520,COOCAA,55G6500H,"Australia,Fiji,New Zealand",138.783,LCD (LED),67.9,280,Available,5.5,139
168465,HISENSE,55U7QNZ,"Australia,New Zealand",138.783,LCD (LED),92.78,379,Available,4.5,139
168456,FFALCON,FF75U65,"Australia,Fiji,New Zealand",189.306,LCD (LED),97.2,400,Available,6,189
168455,FFALCON,FF65U65,"Australia,Fiji,New Zealand",163.829,LCD (LED),77.1,320,Available,6,164
168454,FFALCON,FF55U65,"Australia,Fiji,New Zealand",138.711,LCD (LED),64.3,261,Available,6,139
168453,FFALCON,FF50U65,"Australia,Fiji,New Zealand",125.638,LCD (LED),50,205,Available,6,126
168452,FFALCON,FF43U65,"Australia,Fiji,New Zealand",107.95,LCD (LED),42.7,175,Available,5.5,108
168380,BAUHN,ATV75UHDT-0725,Australia,189.34,LCD,130.5,485,Available,6,189
168377,SAMSUNG ELECTRONICS,QA75LST7TAW,"Australia,Fiji,New Zealand",189.306,LCD (LED),340,1244,Available,1.5,189
168376,SAMSUNG ELECTRONICS,QA65LST7TAW,"Australia,Fiji,New Zealand",163.829,LCD (LED),271,992,Available,1.5,164
168365,PHILIPS,55OLED789/98,"Australia,Fiji,New Zealand",138.798,OLED,97,391,Available,4,139
168298,PHILIPS,65OLED789/98,"Australia,Fiji,New Zealand",163.878,OLED,122.5,493,Available,4.5,164
168270,SAMSUNG,QA65QN3EFAS,"Australia,Fiji,New Zealand",163.897,LCD (LED),136,499,Available,4.5,164
168269,SAMSUNG,QA55QN3EFA*,"Australia,Fiji,New Zealand",138.783,LCD (LED),113,416,Available,4,139
168247,TOSHIBA,85Z670RP,Australia,214.783,LCD (LED),171.81,688,Available,5.5,215
168246,TOSHIBA,75Z670RP,Australia,189.34,LCD (LED),121.59,489,Available,6,189
168245,TOSHIBA,65Z670RP,Australia,163.896,LCD (LED),105.39,416,Available,5.5,164
168244,TOSHIBA,55Z670RP,Australia,138.783,LCD (LED),75.21,305,Available,5.5,139
168235,LG,65QNED70ASA,"Australia,New Zealand",163.897,LCD (LED),118,433,Available,5,164
168234,LG,65QNED70A6A,"Australia,New Zealand",163.897,LCD (LED),118,433,Available,5,164
168233,LG,55QNED70ASA,"Australia,New Zealand",138.783,LCD (LED),92,338,Available,5,139
168232,LG,55QNED70A6A,"Australia,New Zealand",138.783,LCD (LED),92,338,Available,5,139
168114,TCL,98C7K,"Australia,Fiji,New Zealand",247.604,LCD (LED),164,800,Available,6,248
168096,SAMSUNG,QA50Q*F SERIES,"Australia,Fiji,New Zealand",125.727,LCD (LED),79,291,Available,4.5,126
168094,SAMSUNG,QA43Q*F SERIES,"Australia,Fiji,New Zealand",107.987,LCD (LED),68,251,Available,4,108
168071,PHILIPS,55PQT9020/79,"Australia,Fiji,New Zealand",138.783,LCD (LED),136.1,532,Available,3,139
168069,AIWA,AWC400W,Australia,100.332,LCD,33.1,123,Available,6,100
168053,LINSAR,LS60UHDNF25,"Australia,Fiji,New Zealand",152.678,LCD,86.09,320,Available,6,153
168020,EKO,K320HGPB,"Australia,Fiji,New Zealand",80.054,LCD (LED),32.4,127,Available,5,80
168019,JVC,AV-AE657155A series,"Australia,Fiji,New Zealand",165.884,LCD (LED),107.58,448,Available,5,166
168018,JVC,AV-A657155A series,"Australia,Fiji,New Zealand",163.829,LCD (LED),156.42,640,Available,3.5,164
